Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"48175","2019-03-28 19:37:36","1","182","<machine-learning><categorical-data><word-embeddings><embeddings>","0",""
"48165","2019-03-28 17:46:13","1","93","<neural-network><rnn><nlp><language-model>","0",""
"48159","2019-03-28 16:59:06","1","117","<tensorflow><embeddings>","0",""
"48158","2019-03-28 16:54:51","2","278","<tensorflow><pytorch>","0",""
"48142","2019-03-28 13:21:10","2","271","<machine-learning>","0",""
"48137","2019-03-28 12:21:08","2","249","<machine-learning><classification><cnn><image-classification><preprocessing>","0",""
"48181","2019-03-28 10:53:42","1","27","<machine-learning><tensorflow>","0",""
"48130","2019-03-28 08:37:08","1","258","<classification><statistics><multilabel-classification>","0",""
"48122","2019-03-28 04:37:28","2","120","<machine-learning><neural-network><matplotlib><plotting><histogram>","0",""
"48076","2019-03-27 10:09:58","1","23","<backpropagation><rnn>","0",""
"48069","2019-03-27 08:24:09","2","23","<dataset><image-classification><activity-recognition>","0",""
"48046","2019-03-26 16:45:15","1","51","<python><deep-learning>","0",""
"48037","2019-03-26 14:59:27","1","344","<python><cnn>","0",""
"48034","2019-03-26 14:57:18","1","42","<classification><regression><anomaly-detection><ensemble-learning>","0",""
"48022","2019-03-26 11:59:55","1","63","<machine-learning><python><nlp>","0",""
"48003","2019-03-26 07:58:15","1","170","<python><tensorflow>","0",""
"47992","2019-03-26 05:11:23","1","219","<neural-network><cnn><convolution><pytorch><neural-style-transfer>","0",""
"47943","2019-03-25 13:45:17","1","26","<bigdata><preprocessing>","0",""
"46972","2019-03-09 02:27:35","1","193","<machine-learning><image-recognition><faster-rcnn>","0",""
"46905","2019-03-08 05:49:52","3","1292","<python><scikit-learn><regression>","0",""
"46892","2019-03-07 23:14:43","1","1000","<machine-learning><decision-trees><xgboost><gbm><lightgbm>","0","0"
"46876","2019-03-07 17:34:12","1","35","<python><nlp>","0",""
"46869","2019-03-07 15:39:42","1","38","<batch-normalization>","0",""
"46846","2019-03-07 09:26:19","1","174","<model-evaluations><ranking><metric>","0",""
"46795","2019-03-06 15:32:17","1","56","<clustering><similarity><nlp>","0",""
"46768","2019-03-06 09:38:52","1","34","<machine-learning><reinforcement-learning>","0",""
"46724","2019-03-05 20:59:55","2","92","<python><visualization><data>","0",""
"46719","2019-03-05 19:35:47","1","15093","<python><pandas><excel>","0",""
"46714","2019-03-05 18:25:02","1","81","<nlp><word-embeddings>","0",""
"46674","2019-03-04 23:32:46","3","61","<normalization>","0",""
"46634","2019-03-04 11:46:46","1","102","<machine-learning><data-mining>","0",""
"46619","2019-03-04 03:48:57","1","307","<machine-learning><text-mining><nlp>","0",""
"46610","2019-03-03 22:13:00","1","323","<neural-network><tensorflow><lstm><forecast>","0",""
"46606","2019-03-03 21:39:00","1","29","<machine-learning><xgboost>","0",""
"46569","2019-03-03 09:50:00","1","1622","<performance><nltk>","0",""
"46552","2019-03-03 02:44:51","1","95","<python><scikit-learn><nlp><similarity><text>","0",""
"46526","2019-03-02 14:06:33","1","19","<machine-learning><regression>","0",""
"46515","2019-03-02 10:25:00","1","14","<lstm>","0",""
"46510","2019-03-02 07:53:51","1","52","<clustering><text-mining><anomaly-detection>","0",""
"46500","2019-03-01 22:32:36","1","22","<clustering><recommender-system>","0","0"
"46470","2019-03-01 14:23:48","1","117","<classification><regression><feature-extraction><feature-engineering>","0",""
"46422","2019-02-28 20:36:51","1","117","<python><keras><rnn>","0",""
"46367","2019-02-28 06:39:24","1","559","<scikit-learn><online-learning>","0",""
"46329","2019-02-27 13:17:18","3","1108","<python><classification><text-mining><multiclass-classification>","0",""
"46321","2019-02-27 11:49:01","3","47","<machine-learning><neural-network><regression><probability>","0",""
"46284","2019-02-27 00:45:23","2","78","<data><career>","0",""
"46225","2019-02-25 20:21:16","1","95","<keras>","0",""
"46211","2019-02-25 16:22:37","1","70","<visualization><graphs><tableau>","0",""
"46204","2019-02-25 14:05:07","2","41","<classification><predictive-modeling><statistics><algorithms><multiclass-classification>","0",""
"46188","2019-02-25 10:47:42","1","253","<machine-learning><multiclass-classification><multilabel-classification><labels>","0",""
"46135","2019-02-24 11:29:39","1","1426","<bayesian-networks><probabilistic-programming>","0",""
"46125","2019-02-24 07:31:12","1","472","<machine-learning><deep-learning><neural-network><keras><convolutional-neural-network>","0",""
"46108","2019-02-23 22:11:53","1","32","<python><time-series><supervised-learning><gradient-descent>","0",""
"46105","2019-02-23 19:02:25","1","59","<predictive-modeling>","0",""
"46098","2019-02-23 14:56:32","2","311","<machine-learning><deep-learning><nlp><cnn><convolution>","0",""
"46090","2019-02-23 09:16:20","2","109","<python><tensorflow><loss-function><policy-gradients>","0",""
"46079","2019-02-23 06:30:46","1","17","<python><numpy><numerical>","0",""
"46078","2019-02-23 05:59:32","1","136","<machine-learning>","0",""
"46072","2019-02-22 23:00:12","1","68","<regression><counts>","0",""
"46071","2019-02-22 22:05:04","1","18","<deep-learning><image-classification>","0",""
"46066","2019-02-22 20:32:16","1","123","<classification><regression><pytorch><outlier>","0",""
"46058","2019-02-22 19:18:51","1","59","<machine-learning><data-mining><rnn>","0",""
"46053","2019-02-22 18:05:34","1","204","<cnn><image-classification><preprocessing><image-recognition>","0",""
"46051","2019-02-22 17:39:06","7","2801","<keras><tensorflow><pipelines>","0",""
"46047","2019-02-22 16:47:44","1","2645","<machine-learning><deep-learning><keras><tensorflow><machine-learning-model>","0",""
"46040","2019-02-22 15:12:47","1","65","<feature-selection><feature-extraction>","0",""
"46020","2019-02-22 12:20:21","1","17","<probability><distribution><bayesian-networks>","0",""
"45996","2019-02-22 06:42:07","1","59","<feature-engineering><anomaly-detection>","0",""
"45983","2019-02-21 21:23:39","2","422","<machine-learning><classification><scikit-learn><metric><score>","0",""
"45971","2019-02-21 16:51:53","1","2531","<python><neural-network><keras><nlp>","0",""
"45965","2019-02-21 15:24:11","1","75","<machine-learning><python><neural-network>","0",""
"45963","2019-02-21 14:51:23","4","1536","<classification><regression><algorithms>","0",""
"45959","2019-02-21 14:29:08","1","43","<reinforcement-learning><online-learning>","0",""
"45941","2019-02-21 10:25:07","2","504","<keras><nlp><word-embeddings><attention-mechanism>","0",""
"45936","2019-02-21 05:02:02","2","74","<deep-learning><cross-validation><training><loss-function>","0",""
"45930","2019-02-21 01:33:15","2","43","<python><data-mining><predictive-modeling><feature-extraction>","0",""
"45906","2019-02-20 18:01:18","1","52","<neural-network><normalization>","0",""
"45897","2019-02-20 15:50:30","2","312","<python><neural-network><keras><tensorflow><regression>","0",""
"45885","2019-02-20 14:34:56","1","107","<machine-learning><multiclass-classification><nltk>","0",""
"45879","2019-02-20 13:08:36","3","993","<seaborn>","0",""
"45834","2019-02-19 20:01:13","1","132","<machine-learning><time-series><statistics><lstm><forecasting>","0",""
"45809","2019-02-19 12:15:33","1","44","<machine-learning><forecast><forecasting>","0",""
"45785","2019-02-19 00:44:44","4","238","<machine-learning><deep-learning><training><noise>","0",""
"45769","2019-02-18 17:41:24","1","202","<python><deep-learning><tensorflow><gpu>","0",""
"45766","2019-02-18 15:42:07","1","24","<python><data-mining><pandas><visualization><data-cleaning>","0",""
"45765","2019-02-18 15:41:48","1","130","<machine-learning><python><anomaly-detection><data-science-model>","0",""
"45754","2019-02-18 11:27:35","2","41","<machine-learning><time-series><probability><convolution>","0",""
"45746","2019-02-18 10:19:47","1","632","<nlp><word-embeddings><stanford-nlp><embeddings>","0",""
"45744","2019-02-18 09:22:27","1","33","<python><data-mining><dataset><pandas><data>","0",""
"45721","2019-02-17 17:09:15","1","28","<regression><lstm><cnn>","0",""
"45720","2019-02-17 16:45:39","1","953","<python><nlp>","0",""
"45782","2019-02-17 13:41:11","1","19","<lstm>","0",""
"45719","2019-02-17 13:24:50","1","61","<autoencoder>","0",""
"45718","2019-02-17 13:07:47","2","863","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45714","2019-02-17 10:13:20","1","26","<machine-learning><statistics>","0",""
"45689","2019-02-16 14:29:12","1","67","<machine-learning><deep-learning>","0",""
"45667","2019-02-15 22:11:00","1","356","<python><statistics><numpy><distribution><scipy>","0",""
"45666","2019-02-15 22:04:27","1","176","<graphs>","0",""
"45660","2019-02-15 18:39:44","1","450","<machine-learning><bigdata><bias>","0",""
"45657","2019-02-15 18:09:57","1","33","<deep-learning><gan><objective-function>","0",""
"45650","2019-02-15 16:11:23","1","27","<python><neural-network><tensorflow><accuracy>","0",""
"45648","2019-02-15 16:04:28","1","304","<jupyter><linux>","0",""
"45631","2019-02-15 12:27:50","1","13","<tensorflow>","0",""
"45629","2019-02-15 11:19:08","1","459","<keras><nlp><loss-function>","0",""
"45628","2019-02-15 11:04:48","1","629","<machine-learning><python><pandas><k-nn>","0",""
"45625","2019-02-15 10:40:39","1","80","<dataset>","0",""
"45622","2019-02-15 09:48:36","1","44","<python><scikit-learn><random-forest><decision-trees>","0",""
"45620","2019-02-15 09:03:25","1","119","<neural-network><lstm>","0",""
"45603","2019-02-15 06:29:42","2","179","<python><deep-learning>","0",""
"45597","2019-02-15 00:27:06","1","304","<time-series><predictive-modeling><prediction><matlab><plotting>","0",""
"45589","2019-02-14 17:20:50","1","55","<machine-learning><machine-learning-model>","0",""
"45582","2019-02-14 15:42:36","1","27","<distance>","0",""
"45570","2019-02-14 11:36:39","1","127","<probability><distribution>","0",""
"45569","2019-02-14 10:17:48","1","37","<lstm><multilabel-classification>","0",""
"45562","2019-02-14 09:11:39","1","227","<machine-learning><predictive-modeling><regression><cross-validation><accuracy>","0",""
"45553","2019-02-14 03:24:29","3","754","<xgboost><ranking><ndcg>","0",""
"45545","2019-02-14 00:21:07","2","1748","<machine-learning><time-series><predictive-modeling><lstm><matlab>","0",""
"45543","2019-02-13 23:51:11","1","26","<machine-learning><object-detection>","0",""
"45542","2019-02-13 22:25:43","1","27","<svm><semi-supervised-learning><implementation>","0",""
"45539","2019-02-13 20:30:32","1","121","<lstm><rnn>","0",""
"45530","2019-02-13 18:33:05","1","322","<deep-learning>","0",""
"45527","2019-02-13 18:05:45","1","329","<random-forest><data-cleaning><encoding><geospatial>","0",""
"45519","2019-02-13 15:44:59","1","1157","<python><text-mining><nltk><pip>","0",""
"45517","2019-02-13 15:34:10","3","28","<audio-recognition>","0",""
"45514","2019-02-13 14:57:20","1","117","<python><keras><tensorflow>","0",""
"45511","2019-02-13 14:39:47","1","17","<machine-learning><dataset><statistics>","0",""
"45509","2019-02-13 14:22:49","2","83","<pca><dimensionality-reduction>","0",""
"45497","2019-02-13 10:34:29","1","35","<machine-learning><decision-trees><accuracy>","0",""
"45495","2019-02-13 10:27:41","1","20","<python><nlp><text-mining><topic-model>","0",""
"45484","2019-02-13 07:33:35","1","79","<python><time-series><pandas>","0",""
"45469","2019-02-12 22:40:12","1","166","<machine-learning><deep-learning><keras><scikit-learn><multilabel-classification>","0","0"
"45467","2019-02-12 21:49:08","3","59","<machine-learning><deep-learning>","0",""
"45458","2019-02-12 16:01:24","2","45","<clustering><similarity><variance><dbscan>","0",""
"45457","2019-02-12 15:43:35","2","47","<statistics><feature-engineering>","0",""
"45444","2019-02-12 12:00:15","1","77","<data-mining><time-series><lstm><rnn><data-cleaning>","0",""
"45442","2019-02-12 11:35:56","2","581","<python><neural-network><deep-learning><keras>","0",""
"45441","2019-02-12 11:35:08","1","682","<python><anaconda>","0",""
"45436","2019-02-12 09:41:33","1","37","<predictive-modeling><recommender-system>","0",""
"44780","2019-01-29 17:00:21","1","133","<python><tensorflow>","0",""
"44753","2019-01-29 06:17:37","1","16","<machine-learning><deep-learning><pytorch>","0",""
"44731","2019-01-28 19:35:36","2","77","<nlp><word2vec>","0",""
"44697","2019-01-28 12:32:03","2","2193","<machine-learning><classification><nlp><named-entity-recognition>","0",""
"44680","2019-01-28 07:48:11","1","920","<python><tensorflow><cnn><computer-vision><opencv>","0",""
"44679","2019-01-28 06:57:39","1","319","<naive-bayes-classifier>","0",""
"44671","2019-01-28 03:05:03","1","20","<machine-learning><data-mining>","0",""
"44658","2019-01-27 19:25:00","1","22","<statistics><ensemble-modeling><variance>","0",""
"44638","2019-01-27 11:54:23","1","24","<classification><data-mining><labels>","0",""
"44625","2019-01-27 06:16:27","1","70","<machine-learning><deep-learning><transfer-learning>","0",""
"44597","2019-01-26 06:21:26","1","66","<deep-learning><lstm>","0",""
"44573","2019-01-25 14:46:52","1","58","<dataset><theory>","0",""
"44565","2019-01-25 12:53:34","1","73","<python><keras><time-series><regression><forecast>","0",""
"44546","2019-01-25 07:49:00","1","71","<regression><activation-function>","0",""
"44526","2019-01-24 20:03:07","2","384","<python><keras><cnn><convolutional-neural-network>","0",""
"44522","2019-01-24 18:45:27","1","174","<nlp><dimensionality-reduction>","0",""
"44508","2019-01-24 15:18:57","1","29","<tensorflow>","0",""
"44504","2019-01-24 14:02:19","2","310","<nlp><nlg>","0",""
"44499","2019-01-24 12:24:40","1","103","<gaussian><deepmind>","0",""
"44463","2019-01-23 18:52:32","1","51","<neural-network><deep-learning><image-classification>","0",""
"44449","2019-01-23 15:36:41","1","1676","<python><scikit-learn><pandas><numpy>","0",""
"44448","2019-01-23 15:34:39","2","130","<nlp><clustering><feature-extraction><encoding><embeddings>","0",""
"44419","2019-01-23 09:21:13","1","27","<machine-learning><data-mining>","0",""
"44411","2019-01-23 04:03:02","0","185","<pytorch>","0",""
"44369","2019-01-22 10:36:39","1","37","<reinforcement-learning><q-learning><dqn><deep-learning>","0",""
"44323","2019-01-21 11:17:17","2","121","<neural-network><activation-function>","0",""
"44322","2019-01-21 10:33:13","1","136","<machine-learning><predictive-modeling><lstm><recommender-system><nlp>","0",""
"44313","2019-01-21 04:32:05","2","109","<python><data><bigdata><bayesian><pymc3>","0",""
"44272","2019-01-20 09:56:13","1","37","<time-series><pca>","0",""
"44271","2019-01-20 09:53:07","1","20","<yolo>","0",""
"44195","2019-01-18 11:19:02","1","54","<machine-learning><time-series><predictive-modeling><preprocessing><forecast>","0",""
"44190","2019-01-18 10:34:11","1","217","<python><parsing><regex><tokenization>","0",""
"44171","2019-01-18 01:59:16","1","211","<image-classification><image-recognition><reference-request>","0",""
"44163","2019-01-17 19:26:03","1","83","<image-classification><prediction><convolutional-neural-network>","0",""
"44156","2019-01-17 16:58:48","1","49","<machine-learning><deep-learning><scikit-learn><data>","0",""
"44152","2019-01-17 15:36:53","1","585","<machine-learning><optimization>","0",""
"44151","2019-01-17 14:58:45","1","155","<classification><text-mining><word2vec><gensim>","0",""
"44148","2019-01-17 14:11:22","1","123","<deep-learning><reinforcement-learning>","0",""
"49293","2019-04-14 22:15:17","1","550","<deep-learning><lstm><convolutional-neural-network><ocr>","0",""
"49310","2019-04-15 07:01:44","1","177","<python><classification><predictive-modeling><decision-trees><xgboost>","0",""
"49328","2019-04-15 14:06:55","0","210","<machine-learning><python><neural-network><deep-learning><tensorflow>","0",""
"49440","2019-04-17 01:22:39","1","81","<web-scraping>","0",""
"49446","2019-04-17 03:04:54","0","44","<python><keras><tensorflow><gan>","0",""
"49452","2019-04-17 04:09:56","1","50","<machine-learning><feature-selection><xgboost><feature-engineering>","0",""
"49453","2019-04-17 05:24:02","1","235","<machine-learning><data-mining><data>","0",""
"49454","2019-04-17 05:39:27","0","153","<deep-learning><multiclass-classification><mlp><smote><imbalanced-learn>","0",""
"49462","2019-04-17 08:39:49","3","430","<python><classification><xgboost><multiclass-classification><class-imbalance>","0",""
"49466","2019-04-17 10:01:00","1","87","<machine-learning><time-series><pca><forecast><data-analysis>","0",""
"49470","2019-04-17 10:51:15","1","56","<machine-learning><neural-network><data-mining><text-mining><recommender-system>","0",""
"49474","2019-04-17 11:43:51","1","33","<nlp>","0",""
"49483","2019-04-17 13:58:05","1","90","<machine-learning><python>","0",""
"49485","2019-04-17 15:37:10","3","202","<keras><tensorflow>","0",""
"49486","2019-04-17 16:19:36","2","82","<orange>","0",""
"49496","2019-04-17 18:44:39","2","43","<keras><cnn>","0",""
"49499","2019-04-17 23:34:22","4","661","<keras><embeddings>","0",""
"49504","2019-04-18 01:53:34","2","177","<visualization><matplotlib><wolfram-language>","0",""
"49510","2019-04-18 04:19:47","1","155","<deep-learning>","0",""
"49513","2019-04-18 05:30:35","1","34","<recommender-system><word-embeddings><ranking>","0",""
"49517","2019-04-18 07:03:30","1","31","<deep-learning><keras><nlp>","0",""
"49526","2019-04-18 09:23:33","2","1317","<python><classification><statistics><multiclass-classification><model-evaluations>","0",""
"49530","2019-04-18 11:13:15","1","71","<cnn><image-classification>","0",""
"49560","2019-04-19 04:05:01","2","421","<python><neural-network><svm><anomaly-detection><rnn>","0",""
"49579","2019-04-19 09:58:53","1","76","<machine-learning><regression>","0",""
"49610","2019-04-19 19:26:06","0","600","<scikit-learn><nlp><clustering><unsupervised-learning><mean-shift>","0",""
"49623","2019-04-20 03:52:12","2","761","<machine-learning><r><glm>","0",""
"49638","2019-04-20 14:23:44","1","404","<deep-learning><keras><cnn><image-classification><transfer-learning>","0",""
"49640","2019-04-20 14:30:35","1","38","<neural-network><tensorflow><automatic-summarization>","0",""
"49643","2019-04-20 16:45:55","1","32","<python><tensorflow>","0",""
"49658","2019-04-21 02:05:27","1","127","<svm><boosting><svr>","0",""
"49673","2019-04-21 11:34:55","1","15","<cnn>","0",""
"49711","2019-04-22 09:53:55","1","118","<machine-learning><keras><loss-function>","0",""
"49731","2019-04-22 19:30:29","1","410","<python><nlp>","0",""
"47928","2019-03-25 09:00:25","1","354","<mnist>","0",""
"47927","2019-03-25 08:45:27","1","1431","<machine-learning><classification><correlation>","0",""
"47922","2019-03-25 05:58:31","1","14","<reinforcement-learning>","0",""
"47913","2019-03-24 23:40:35","1","109","<python><scikit-learn><dimensionality-reduction>","0",""
"47908","2019-03-24 18:43:55","1","434","<classification><cross-validation><matlab><plotting>","0",""
"47907","2019-03-24 17:51:40","1","1303","<python><keras><tensorflow><numpy>","0",""
"47903","2019-03-24 16:16:52","1","136","<machine-learning><lstm>","0",""
"47900","2019-03-24 15:21:21","1","18","<machine-learning><regression><ensemble-modeling><ensemble-learning>","0",""
"47892","2019-03-24 12:06:34","1","80","<machine-learning><machine-learning-model>","0",""
"47817","2019-03-23 00:43:54","2","56","<deep-learning><nlp><language-model><text-generation><transformer>","0",""
"47807","2019-03-22 17:25:58","1","24","<deep-learning><cnn>","0",""
"47805","2019-03-22 17:12:58","1","134","<deep-learning><tensorflow>","0",""
"47804","2019-03-22 17:12:33","1","281","<machine-learning><classification><xgboost><performance>","0",""
"47793","2019-03-22 14:05:47","1","52","<neural-network><dataset><image-classification><data-formats>","0",""
"47761","2019-03-21 21:48:04","1","116","<machine-learning><classification><r><random-forest><class-imbalance>","0",""
"47740","2019-03-21 13:52:48","1","204","<r><time-series><regression><forecasting>","0",""
"47737","2019-03-21 12:43:23","1","36","<cnn>","0",""
"47731","2019-03-21 11:07:30","1","75","<apache-spark>","0",""
"47710","2019-03-21 03:55:04","2","498","<bigdata><visualization><graphs><javascript><wolfram-language>","0",""
"47706","2019-03-20 22:58:41","2","217","<python><neural-network><c>","0",""
"47687","2019-03-20 16:22:00","2","223","<nlp><bert><gpt>","0",""
"47667","2019-03-20 12:15:23","1","1044","<machine-learning><clustering><dataset>","0",""
"47618","2019-03-19 13:50:08","1","70","<deep-learning><keras><computer-vision>","0",""
"47608","2019-03-19 12:03:24","1","28","<classification><svm><hyperparameter-tuning>","0",""
"47606","2019-03-19 11:15:35","1","74","<machine-learning><data-mining><xgboost><hyperparameter>","0",""
"47542","2019-03-18 16:48:45","1","996","<lstm><rnn><word-embeddings>","0",""
"47540","2019-03-18 16:42:57","1","34","<deep-learning><cnn>","0",""
"47513","2019-03-18 10:50:33","1","204","<python><cnn><pytorch>","0",""
"47494","2019-03-18 06:20:57","1","266","<machine-learning><keras><cnn>","0",""
"47486","2019-03-17 20:19:31","1","68","<r><statistics><graphs>","0",""
"47485","2019-03-17 18:34:24","6","93","<r><time-series><correlation><data-analysis>","0",""
"47478","2019-03-17 16:15:15","1","93","<machine-learning><python><scikit-learn><linear-regression><word-embeddings>","0",""
"47447","2019-03-17 03:44:52","1","23","<lstm><autoencoder><reshape>","0",""
"47439","2019-03-17 00:21:29","3","485","<machine-learning><deep-learning><autoencoder><probability><metric>","0",""
"47435","2019-03-16 20:59:00","1","29","<neural-network><cnn><pytorch>","0",""
"47410","2019-03-16 11:15:53","1","29","<machine-learning><data-mining>","0",""
"47383","2019-03-15 22:50:12","1","49","<machine-learning><data-mining><recommender-system><association-rules><market-basket-analysis>","0",""
"47367","2019-03-15 16:41:53","1","205","<deep-learning><keras><word-embeddings><embeddings>","0",""
"47353","2019-03-15 14:41:59","1","146","<classification><word2vec><gensim>","0",""
"47352","2019-03-15 14:23:24","1","35","<machine-learning><deep-learning>","0",""
"47349","2019-03-15 13:56:20","1","37","<data-cleaning><anomaly-detection>","0",""
"47348","2019-03-15 13:34:39","1","60","<machine-learning><supervised-learning><data-science-model><model-selection><bioinformatics>","0",""
"47335","2019-03-15 11:37:24","3","725","<deep-learning><tensorflow><reinforcement-learning><dqn><deepmind>","0",""
"47321","2019-03-15 03:19:05","1","28","<sentiment-analysis>","0",""
"47320","2019-03-15 00:58:32","1","57","<nlp>","0",""
"47318","2019-03-14 21:10:29","1","254","<keras><tensorflow><convolution><gan><regularization>","0",""
"47317","2019-03-14 21:04:14","1","38","<bigdata><self-study>","0",""
"47313","2019-03-14 17:57:16","3","338","<deep-learning><keras><lstm><cnn>","0",""
"47297","2019-03-14 11:34:50","1","45","<python><bayesian><scipy><probabilistic-programming>","0",""
"47296","2019-03-14 11:15:10","2","604","<python><tensorflow><object-detection>","0",""
"47294","2019-03-14 10:51:48","1","320","<regression><batch-normalization>","0",""
"47293","2019-03-14 10:49:06","3","1300","<keras><convolutional-neural-network>","0",""
"47286","2019-03-14 08:43:45","3","440","<python><deep-learning><tensorflow>","0",""
"47277","2019-03-14 05:09:00","1","92","<machine-learning><scikit-learn><pandas><data-science-model>","0",""
"47243","2019-03-13 15:53:55","1","360","<lstm><cnn><overfitting>","0",""
"47240","2019-03-13 15:08:02","1","17","<statistics><normalization><metric><image>","0",""
"47234","2019-03-13 12:50:40","1","40","<python><neural-network><deep-learning><image-recognition>","0",""
"47208","2019-03-13 05:10:32","1","280","<python><keras><tensorflow>","0",""
"47204","2019-03-13 03:11:35","2","188","<neural-network><deep-learning>","0",""
"47201","2019-03-13 01:55:37","1","92","<neural-network><reinforcement-learning><rnn><markov-process><actor-critic>","0",""
"47143","2019-03-12 10:05:08","1","31","<machine-learning><classification><time-series><data><labels>","0",""
